sharepoint_nome,sharepoint_origem,sharepoint_caminho,sharepoint_extensao,sharepoint_categoria,sharepoint_frente_primaria,sharepoint_fonte_inferida,sharepoint_periodo_inferido,minio_match_type,minio_match_count,minio_match_examples
MONIT_EXEC_TS_FDS_SEMANAL_20260504_043556.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260504_043556.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260511_043639.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260511_043639.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260518_043438.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260518_043438.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260525_043153.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260525_043153.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260601_043339.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260601_043339.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_EXEC_TS_FDS_SEMANAL_20260608_042747.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260608_042747.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_EXEC_TS_FDS_SEMANAL_20260629_042656.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260629_042656.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_EXEC_TS_FDS_SEMANAL_20260706_042940.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260706_042940.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260713_043007.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260713_043007.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260720_041547.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260720_041547.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260727_041632.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260727_041632.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260810_041652.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260810_041652.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_EXEC_TS_FDS_SEMANAL_20260817_041312.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_EXEC_TS_FDS_SEMANAL_20260817_041312.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260302_103056.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260302_103056.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260309_103026.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260309_103026.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260316_103027.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260316_103027.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260330_103013.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260330_103013.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260401_103043.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260401_103043.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260406_103046.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260406_103046.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260413_103048.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260413_103048.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260420_103042.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260420_103042.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260427_103102.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260427_103102.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260504_103132.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260504_103132.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260511_103045.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260511_103045.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260518_103045.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260518_103045.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260525_103059.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260525_103059.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260601_103133.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260601_103133.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260608_103049.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260608_103049.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260615_103048.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260615_103048.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260622_103050.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260622_103050.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260629_103044.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260629_103044.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_LAYOUT_20260701_103108.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260701_103108.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260706_103059.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260706_103059.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260713_103050.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260713_103050.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260720_103054.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260720_103054.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260727_103103.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260727_103103.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260803_103140.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260803_103140.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260810_103048.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260810_103048.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_LAYOUT_20260817_103057.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_LAYOUT_20260817_103057.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-08,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_MENSAL_202602_103056.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_MENSAL_202602_103056.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_MENSAL_202603_103043.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_MENSAL_202603_103043.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_MENSAL_202604_103132.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_MENSAL_202604_103132.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_MENSAL_202605_103133.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_MENSAL_202605_103133.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_MENSAL_202606_103108.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_MENSAL_202606_103108.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_MENSAL_202607_103140.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_MENSAL_202607_103140.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202602_103013.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202602_103013.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202602_103026.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202602_103026.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202602_103027.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202602_103027.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202602_103056.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202602_103056.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_20260209_103034.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_20260209_103034.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_20260216_103033.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_20260216_103033.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_20260223_103021.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_20260223_103021.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-02,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202603_103042.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202603_103042.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202603_103046.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202603_103046.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202603_103048.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202603_103048.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202603_103102.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202603_103102.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202604_103045.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202604_103045.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202604_103059.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202604_103059.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202604_103132.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202604_103132.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202605_103044.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202605_103044.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202605_103048.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202605_103048.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202605_103049.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202605_103049.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202605_103050.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202605_103050.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202605_103133.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202605_103133.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202606_103050.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202606_103050.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202606_103054.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202606_103054.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202606_103059.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202606_103059.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202606_103103.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202606_103103.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-06,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT
MONIT_MOV_FINANC_FDS_SEMANAL_202607_103048.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202607_103048.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202607_103057.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202607_103057.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_FDS_SEMANAL_202607_103140.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_FINANC_FDS_SEMANAL_202607_103140.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-07,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_OBRA_FDS_LAYOUT_20260316_042831.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260316_042831.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-03,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_OBRA_FDS_LAYOUT_20260401_043240.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260401_043240.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_OBRA_FDS_LAYOUT_20260406_042620.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260406_042620.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_OBRA_FDS_LAYOUT_20260413_042818.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260413_042818.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_OBRA_FDS_LAYOUT_20260420_044513.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260420_044513.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-04,pista_semantica_mesma_frente_periodo_fonte,1,raw/sftp/fabrica/GEFUS/INT042_MinisterioCidades_FDS_CAIXA_PF_20260430_CONTINGENCIA.TXT
MONIT_MOV_OBRA_FDS_LAYOUT_20260504_043504.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260504_043504.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_OBRA_FDS_LAYOUT_20260511_043553.CSV,OneDrive_2026-08-19 (4).zip,Novo MCMV - FDS/MONIT_MOV_OBRA_FDS_LAYOUT_20260511_043553.CSV,.csv,dado_tabular_ou_serializado,entidades,nao_identificada,2026-05,nao_encontrado_no_minio_consultado,0,
